1000, 14289, 0, 0
2000, 14298, 0, 0
3000, 14307, 0, 0
4000, 14292, 0, 0
5000, 14286, 0, 0
6000, 14345, 0, 0
7000, 14309, 0, 0
8000, 14303, 0, 0
9000, 14329, 0, 0
10000, 14315, 0, 0
11001, 14333, 0, 0
12001, 14361, 0, 0
13001, 14302, 0, 0
14001, 14302, 0, 0
15001, 14303, 0, 0
16001, 14334, 0, 0
17001, 14310, 0, 0
18001, 14294, 0, 0
19001, 14336, 0, 0
20002, 14348, 0, 0
21002, 14297, 0, 0
22002, 14327, 0, 0
23002, 14337, 0, 0
24002, 14336, 0, 0
25003, 14298, 0, 0
26003, 14314, 0, 0
27003, 14327, 0, 0
28003, 14322, 0, 0
29003, 14331, 0, 0
30003, 14326, 0, 0
31003, 14349, 0, 0
32003, 14318, 0, 0
33003, 14319, 0, 0
34003, 14332, 0, 0
35003, 14301, 0, 0
36003, 14282, 0, 0
37003, 14340, 0, 0
38003, 14297, 0, 0
39003, 14285, 0, 0
40003, 14312, 0, 0
41003, 14307, 0, 0
42003, 14330, 0, 0
43003, 14303, 0, 0
44003, 14255, 0, 0
45003, 14342, 0, 0
46003, 14304, 0, 0
47003, 14367, 0, 0
48003, 14415, 0, 0
49003, 14383, 0, 0
50003, 14396, 0, 0
51003, 14368, 0, 0
52003, 14415, 0, 0
53003, 14376, 0, 0
54003, 14371, 0, 0
55003, 14413, 0, 0
56003, 14399, 0, 0
57003, 14392, 0, 0
58003, 14364, 0, 0
59003, 14342, 0, 0
60003, 14365, 0, 0
61005, 14406, 0, 0
62005, 14415, 0, 0
63005, 14338, 0, 0
64005, 14369, 0, 0
65005, 14404, 0, 0
66005, 14365, 0, 0
67005, 14369, 0, 0
68005, 14365, 0, 0
69006, 14366, 0, 0
70006, 14418, 0, 0
71006, 14415, 0, 0
72006, 14375, 0, 0
73006, 14419, 0, 0
74008, 14362, 0, 0
75008, 14387, 0, 0
76008, 14357, 0, 0
77008, 14391, 0, 0
78008, 14391, 0, 0
79009, 14336, 0, 0
80009, 14388, 0, 0
81009, 14383, 0, 0
82009, 14363, 0, 0
83009, 14403, 0, 0
84009, 14368, 0, 0
85009, 14391, 0, 0
86009, 14398, 0, 0
87009, 14389, 0, 0
88009, 14402, 0, 0
89009, 14349, 0, 0
90009, 14374, 0, 0
91009, 14379, 0, 0
92009, 14383, 0, 0
93009, 14362, 0, 0
94009, 14425, 0, 0
95009, 14415, 0, 0
96009, 14480, 0, 0
97009, 14409, 0, 0
98009, 14377, 0, 0
99009, 14370, 0, 0
100009, 14398, 0, 0
101009, 14348, 0, 0
102009, 14476, 0, 0
103010, 14374, 0, 0
104010, 14414, 0, 0
105010, 14470, 0, 0
106010, 14331, 0, 0
107010, 14458, 0, 0
108010, 14350, 0, 0
109011, 14362, 0, 0
110011, 14307, 0, 0
111011, 14305, 0, 0
112011, 14317, 0, 0
113011, 14377, 0, 0
114011, 14325, 0, 0
115011, 14350, 0, 0
116011, 14309, 0, 0
117011, 14351, 0, 0
118011, 14292, 0, 0
119011, 14304, 0, 0
120011, 14326, 0, 0
121011, 14274, 0, 0
122011, 14325, 0, 0
123011, 14294, 0, 0
124011, 14344, 0, 0
125011, 14321, 0, 0
126011, 14340, 0, 0
127011, 14288, 0, 0
128011, 14303, 0, 0
129011, 14280, 0, 0
130011, 14331, 0, 0
131011, 14334, 0, 0
132011, 14388, 0, 0
133011, 14346, 0, 0
134011, 14325, 0, 0
135011, 14295, 0, 0
136011, 14314, 0, 0
137011, 14317, 0, 0
138011, 14348, 0, 0
139011, 14331, 0, 0
140011, 14313, 0, 0
141011, 14309, 0, 0
142011, 14315, 0, 0
143011, 14334, 0, 0
144011, 14339, 0, 0
145011, 14341, 0, 0
146011, 14292, 0, 0
147011, 14346, 0, 0
148011, 14316, 0, 0
149012, 14309, 0, 0
150012, 14308, 0, 0
151012, 14340, 0, 0
152012, 14320, 0, 0
153012, 14378, 0, 0
154012, 14350, 0, 0
155012, 14380, 0, 0
156012, 14355, 0, 0
157012, 14352, 0, 0
158012, 14333, 0, 0
159012, 14272, 0, 0
160012, 14339, 0, 0
161012, 14278, 0, 0
162012, 14264, 0, 0
163012, 14282, 0, 0
164012, 14285, 0, 0
165012, 14302, 0, 0
166012, 14378, 0, 0
167012, 14349, 0, 0
168012, 14319, 0, 0
169012, 14310, 0, 0
170012, 14303, 0, 0
171012, 14295, 0, 0
172012, 14365, 0, 0
173012, 14303, 0, 0
174012, 14305, 0, 0
175012, 14312, 0, 0
176012, 14299, 0, 0
177012, 14278, 0, 0
178012, 14331, 0, 0
179012, 14324, 0, 0
180012, 14298, 0, 0
181012, 14284, 0, 0
182012, 14310, 0, 0
183012, 14293, 0, 0
184012, 14311, 0, 0
185012, 14276, 0, 0
186013, 14279, 0, 0
187013, 14328, 0, 0
188013, 14292, 0, 0
189013, 14287, 0, 0
190013, 14345, 0, 0
191015, 14351, 0, 0
192015, 14284, 0, 0
193015, 14334, 0, 0
194016, 14308, 0, 0
195016, 14318, 0, 0
196016, 14326, 0, 0
197016, 14323, 0, 0
198016, 14291, 0, 0
199016, 14292, 0, 0
200016, 14292, 0, 0
201016, 14320, 0, 0
202016, 14300, 0, 0
203016, 14272, 0, 0
204017, 14283, 0, 0
205017, 14286, 0, 0
206017, 14293, 0, 0
207017, 14307, 0, 0
208017, 14339, 0, 0
209017, 14454, 0, 0
210017, 14305, 0, 0
211017, 14283, 0, 0
212017, 14267, 0, 0
213017, 14337, 0, 0
214017, 14377, 0, 0
215017, 14309, 0, 0
216019, 14337, 0, 0
217019, 14368, 0, 0
218019, 14353, 0, 0
219019, 14324, 0, 0
220019, 14351, 0, 0
221019, 14311, 0, 0
222019, 14298, 0, 0
223019, 14326, 0, 0
224019, 14335, 0, 0
225019, 14301, 0, 0
226019, 14302, 0, 0
227019, 14299, 0, 0
228019, 14326, 0, 0
229019, 14349, 0, 0
230019, 14294, 0, 0
231019, 14309, 0, 0
232020, 14323, 0, 0
233020, 14345, 0, 0
234020, 14329, 0, 0
235020, 14375, 0, 0
236020, 14331, 0, 0
237020, 14302, 0, 0
238020, 14304, 0, 0
239020, 14305, 0, 0
240021, 14329, 0, 0
241022, 14282, 0, 0
242022, 14295, 0, 0
243022, 14325, 0, 0
244022, 14342, 0, 0
245022, 14339, 0, 0
246022, 14291, 0, 0
247022, 14298, 0, 0
248022, 14268, 0, 0
249022, 14350, 0, 0
250022, 14309, 0, 0
251022, 14285, 0, 0
252022, 14293, 0, 0
253023, 14353, 0, 0
254023, 14334, 0, 0
255023, 14340, 0, 0
256023, 14295, 0, 0
257023, 14323, 0, 0
258023, 14304, 0, 0
259023, 14333, 0, 0
260023, 14318, 0, 0
261023, 14269, 0, 0
262023, 14288, 0, 0
263024, 14325, 0, 0
264025, 14319, 0, 0
265025, 14326, 0, 0
266025, 14301, 0, 0
267026, 14284, 0, 0
268026, 14265, 0, 0
269026, 14295, 0, 0
270026, 14336, 0, 0
271026, 14369, 0, 0
272026, 14327, 0, 0
273026, 14369, 0, 0
274026, 14371, 0, 0
275027, 14303, 0, 0
276027, 14306, 0, 0
277029, 14297, 0, 0
278029, 14319, 0, 0
279029, 14356, 0, 0
280029, 14333, 0, 0
281029, 14332, 0, 0
282029, 14359, 0, 0
283029, 14326, 0, 0
284029, 14330, 0, 0
285029, 14278, 0, 0
