1000, 13028, 1, 0
2000, 18814, 1, 0
3004, 18660, 1, 0
4004, 21729, 1, 0
5004, 20170, 1, 0
6005, 19850, 1, 0
7005, 20095, 1, 0
8006, 19101, 1, 0
9007, 21190, 1, 0
10007, 18666, 1, 0
11008, 18748, 1, 0
12009, 18467, 1, 0
13013, 17976, 1, 0
14015, 19390, 1, 0
15016, 20174, 1, 0
16016, 17819, 1, 0
17016, 21923, 1, 0
18017, 20274, 1, 0
19017, 22739, 1, 0
20019, 19577, 1, 0
21020, 19670, 1, 0
22022, 20410, 1, 0
23022, 21073, 1, 0
24022, 18459, 1, 0
25022, 20473, 1, 0
26022, 20268, 1, 0
27023, 20364, 1, 0
28023, 20156, 1, 0
29023, 18087, 1, 0
30026, 18689, 1, 0
31026, 19197, 1, 0
32027, 20390, 1, 0
33027, 20494, 1, 0
34027, 18759, 1, 0
35027, 19778, 1, 0
36027, 18991, 1, 0
37028, 20734, 1, 0
38030, 19514, 1, 0
39031, 20931, 1, 0
40031, 20542, 1, 0
41031, 21443, 1, 0
42031, 17742, 1, 0
43031, 19301, 1, 0
44034, 20126, 1, 0
45034, 20658, 1, 0
46034, 20797, 1, 0
47038, 19466, 1, 0
48038, 19654, 1, 0
49038, 20937, 1, 0
50041, 19938, 1, 0
51041, 18954, 1, 0
52041, 19358, 1, 0
53041, 18875, 1, 0
54041, 19927, 1, 0
55042, 19361, 1, 0
56045, 20593, 1, 0
57046, 19382, 1, 0
58046, 22115, 1, 0
59048, 21062, 1, 0
60048, 17273, 1, 0
61048, 19246, 1, 0
62049, 19375, 1, 0
63049, 21041, 1, 0
64049, 20032, 1, 0
65050, 20074, 1, 0
66050, 19493, 1, 0
67050, 20763, 1, 0
68051, 21532, 1, 0
69051, 20925, 1, 0
70051, 20813, 1, 0
71052, 18930, 1, 0
72052, 20275, 1, 0
73053, 20419, 1, 0
74055, 20434, 1, 0
75055, 20624, 1, 0
76057, 20145, 1, 0
77058, 20987, 1, 0
78064, 19307, 1, 0
79064, 20138, 1, 0
80065, 19899, 1, 0
81065, 20887, 1, 0
82065, 21714, 1, 0
83065, 19013, 1, 0
84066, 18941, 1, 0
85066, 20399, 1, 0
86066, 20209, 1, 0
87066, 21035, 1, 0
88066, 19674, 1, 0
89067, 19669, 1, 0
90071, 18776, 1, 0
91071, 18620, 1, 0
92072, 18782, 1, 0
93073, 20788, 1, 0
94076, 20274, 1, 0
95076, 20928, 1, 0
96076, 20010, 1, 0
97076, 18958, 1, 0
98079, 21625, 1, 0
99079, 19555, 1, 0
100079, 22000, 1, 0
101080, 20893, 1, 0
102080, 19135, 1, 0
103081, 19661, 1, 0
104081, 21337, 1, 0
105083, 20088, 1, 0
106083, 18111, 1, 0
107096, 21185, 1, 0
108096, 18707, 1, 0
109096, 20198, 1, 0
110097, 20070, 1, 0
111098, 19362, 1, 0
112099, 20016, 1, 0
113099, 19519, 1, 0
114100, 18564, 1, 0
115100, 20539, 1, 0
116100, 20299, 1, 0
117102, 20462, 1, 0
118103, 19473, 1, 0
119104, 17821, 1, 0
120105, 18944, 1, 0
121106, 18349, 1, 0
122106, 18925, 1, 0
123106, 20352, 1, 0
124106, 19869, 1, 0
125108, 21108, 1, 0
126110, 22173, 1, 0
127111, 19369, 1, 0
